image_id,label_id,label_name,hum_yes_rating,hum_no_rating,hum_dont_know_rating,machine_score
c2b91728bb3a8179,/m/06c7f7,Lipstick,5,0,0,0
0710523e76fdfcfd,/m/06c7f7,Lipstick,5,0,0,0
e53d57a81ca49582,/m/06c7f7,Lipstick,5,0,0,1
dbb688c259d21b0f,/m/06c7f7,Lipstick,5,0,0,0
00b1d178bb87c29b,/m/06c7f7,Lipstick,2,2,1,0
69f50066104c2db5,/m/06c7f7,Lipstick,5,0,0,0
daad991794c7db49,/m/06c7f7,Lipstick,3,1,1,0
a5abcb8560bf761b,/m/06c7f7,Lipstick,5,0,0,0
6abc269a32cd858c,/m/06c7f7,Lipstick,5,0,0,0
e54e28b4bc43370f,/m/06c7f7,Lipstick,5,0,0,0
86b17800f62aa48b,/m/06c7f7,Lipstick,5,0,0,0
a58f7076a292f8d7,/m/06c7f7,Lipstick,5,0,0,0
69b884d96e9dda77,/m/06c7f7,Lipstick,1,2,2,0
7e336527ffb96db4,/m/06c7f7,Lipstick,0,3,2,0
4e47b5a6860f3e1e,/m/06c7f7,Lipstick,4,1,0,0
01ce6a039c98f465,/m/06c7f7,Lipstick,4,1,0,0
3914fe7c8cdde85a,/m/06c7f7,Lipstick,5,0,0,0
7a0f178b0e826cfb,/m/06c7f7,Lipstick,5,0,0,0
381f5f1f02e4e074,/m/06c7f7,Lipstick,0,5,0,1
2fd2bfe75577d046,/m/06c7f7,Lipstick,5,0,0,0
37701c615918b1d5,/m/06c7f7,Lipstick,5,0,0,0
020b4d7aa98469b0,/m/06c7f7,Lipstick,4,0,1,0
02ae73cc664193ea,/m/06c7f7,Lipstick,5,0,0,0
29bc135e1625d665,/m/06c7f7,Lipstick,5,0,0,1
3734d3b0b9232538,/m/06c7f7,Lipstick,5,0,0,0
8359436503ee2dd2,/m/06c7f7,Lipstick,4,0,1,0
6eb022ac8229c50d,/m/06c7f7,Lipstick,0,3,2,0
3c39532ad3776f64,/m/06c7f7,Lipstick,2,3,0,0
85f5672baa478d50,/m/06c7f7,Lipstick,5,0,0,0
e7a420f154fc65dd,/m/06c7f7,Lipstick,5,0,0,0
008de609f206d34e,/m/06c7f7,Lipstick,5,0,0,0
a6a81002487aaf5d,/m/06c7f7,Lipstick,3,2,0,0
327b0a733887250d,/m/06c7f7,Lipstick,5,0,0,0
3b87498b64063782,/m/06c7f7,Lipstick,5,0,0,0
ea9bc9293f2eb069,/m/06c7f7,Lipstick,2,3,0,0
d2c3658f99e85c70,/m/06c7f7,Lipstick,5,0,0,0
373b1c689b6f857f,/m/06c7f7,Lipstick,3,2,0,0
b6817a6233dc1411,/m/06c7f7,Lipstick,4,1,0,0
d6588ea2fdea8fb4,/m/06c7f7,Lipstick,5,0,0,0
037aa02c8a82c85d,/m/06c7f7,Lipstick,0,1,4,1
ad98380b2be137ef,/m/06c7f7,Lipstick,5,0,0,0
7f282aa8db370b33,/m/06c7f7,Lipstick,5,0,0,0
35cc820e35dd6cfb,/m/06c7f7,Lipstick,5,0,0,0
91abeb66dd366b79,/m/06c7f7,Lipstick,5,0,0,0
73fa08f9c91b8f68,/m/06c7f7,Lipstick,0,3,2,0
3ff89bfb451a7126,/m/06c7f7,Lipstick,5,0,0,0
edde88d5530b03c5,/m/06c7f7,Lipstick,5,0,0,0
e9aa8c68f27ff7f6,/m/06c7f7,Lipstick,4,1,0,1
dc426e4fe6213fa4,/m/06c7f7,Lipstick,4,0,1,0
45ad738f2138e61a,/m/06c7f7,Lipstick,5,0,0,0
cccbad3300a636e1,/m/06c7f7,Lipstick,2,1,2,0
00b32156bc8ee479,/m/06c7f7,Lipstick,5,0,0,0
4fa048b16167331d,/m/06c7f7,Lipstick,5,0,0,0
14690dd6c3fad1b2,/m/06c7f7,Lipstick,2,3,0,0
0016ee018b3b9f24,/m/06c7f7,Lipstick,5,0,0,0
009c3e4107fd2a2a,/m/06c7f7,Lipstick,5,0,0,0
4a74f5257ec9f266,/m/06c7f7,Lipstick,5,0,0,0
810ddcca79e43218,/m/06c7f7,Lipstick,5,0,0,0
51221e869775041d,/m/06c7f7,Lipstick,4,1,0,0
27db75bfb91a5377,/m/06c7f7,Lipstick,5,0,0,1
0343db43e81afdfa,/m/06c7f7,Lipstick,4,1,0,0
0004c6db7a801c3f,/m/06c7f7,Lipstick,4,1,0,0
4a403f3a85ce09a3,/m/06c7f7,Lipstick,5,0,0,1
23e5dc28cc54ddd3,/m/06c7f7,Lipstick,5,0,0,0
b43ce9c274ca8fcc,/m/06c7f7,Lipstick,4,1,0,0
a0236ce321c5f4b9,/m/06c7f7,Lipstick,5,0,0,0
04ab6d3600f941f1,/m/06c7f7,Lipstick,3,2,0,0
004169d70f9359cb,/m/06c7f7,Lipstick,4,1,0,0
20760321306bc932,/m/06c7f7,Lipstick,5,0,0,0
bf9a7d4ef6424ca8,/m/06c7f7,Lipstick,5,0,0,0
fab4423e05c70053,/m/06c7f7,Lipstick,5,0,0,1
18e07504343f1150,/m/06c7f7,Lipstick,5,0,0,0
633aa3675eb63c9f,/m/06c7f7,Lipstick,5,0,0,0
319dd2de6677d75b,/m/06c7f7,Lipstick,5,0,0,0
3c1d2c45bcb17533,/m/06c7f7,Lipstick,5,0,0,0
a4f73026dd8ddef7,/m/06c7f7,Lipstick,5,0,0,0
21003c5fe6423f7c,/m/06c7f7,Lipstick,5,0,0,0
973cdda14c1810fe,/m/06c7f7,Lipstick,4,1,0,0
f61a8f59bfd4812b,/m/06c7f7,Lipstick,5,0,0,0
bc176865b081ef25,/m/06c7f7,Lipstick,2,2,1,0
94f0fae90c433c35,/m/06c7f7,Lipstick,5,0,0,0
c09dae3c41925184,/m/06c7f7,Lipstick,5,0,0,0
34d7e89b9b1f5b4a,/m/06c7f7,Lipstick,5,0,0,0
b27a72903ec7e459,/m/06c7f7,Lipstick,2,3,0,0
e1e6c98fe9dfc5a6,/m/06c7f7,Lipstick,4,1,0,0
2003da7e5f3483a5,/m/06c7f7,Lipstick,5,0,0,1
0df5877ddc2d99df,/m/06c7f7,Lipstick,5,0,0,0
b4df483220a147f1,/m/06c7f7,Lipstick,5,0,0,0
a48a12c738dd107e,/m/06c7f7,Lipstick,5,0,0,1
e6de1c227e295f31,/m/06c7f7,Lipstick,5,0,0,1
0798664e7d30e5a6,/m/06c7f7,Lipstick,5,0,0,0
59f05c6d1dc2cff4,/m/06c7f7,Lipstick,5,0,0,0
8dea7d09c0478efc,/m/06c7f7,Lipstick,5,0,0,0
9d88ebf7144cd916,/m/06c7f7,Lipstick,1,1,3,0
ecbcdcf37bd7aa2a,/m/06c7f7,Lipstick,5,0,0,0
4d8ca2f85c67a586,/m/06c7f7,Lipstick,5,0,0,0
8b43bb3688031eba,/m/06c7f7,Lipstick,2,3,0,0
3d3db73f7cb8a9f9,/m/06c7f7,Lipstick,5,0,0,0
9a72d86c44965921,/m/06c7f7,Lipstick,5,0,0,0
31f01dc89f964caa,/m/06c7f7,Lipstick,5,0,0,0
00447e8a5017f587,/m/06c7f7,Lipstick,5,0,0,0
33d9a6d09e7429a0,/m/06c7f7,Lipstick,5,0,0,0
6069091be0046335,/m/06c7f7,Lipstick,5,0,0,1
13380864734d5b52,/m/06c7f7,Lipstick,3,1,1,0
64ab0de970500211,/m/06c7f7,Lipstick,4,1,0,1
1d8cdc384878f942,/m/06c7f7,Lipstick,5,0,0,0
79769ba5e54140b4,/m/06c7f7,Lipstick,5,0,0,1
06d8980abc4bcb8d,/m/06c7f7,Lipstick,5,0,0,0
ca0398a990ed70da,/m/06c7f7,Lipstick,1,3,1,0
868fa551ff0fec18,/m/06c7f7,Lipstick,5,0,0,0
21d1ead4b6375829,/m/06c7f7,Lipstick,3,0,2,0
daa31e7ceceba57a,/m/06c7f7,Lipstick,3,0,2,0
f96ab273bad04fba,/m/06c7f7,Lipstick,2,3,0,0
d0bbd4ce337162a7,/m/06c7f7,Lipstick,2,2,1,0
9b8252507ca9105d,/m/06c7f7,Lipstick,1,3,1,1
b7b8da5d81b745b4,/m/06c7f7,Lipstick,5,0,0,0
cee59825f7d291cf,/m/06c7f7,Lipstick,4,1,0,0
98ec5811473b04e8,/m/06c7f7,Lipstick,5,0,0,0
984c10cf52e7e9d5,/m/06c7f7,Lipstick,5,0,0,0
70e5fd17d69dff14,/m/06c7f7,Lipstick,5,0,0,0
88a62eec8a7f2013,/m/06c7f7,Lipstick,5,0,0,0
3d6ac6e1e67e2d10,/m/06c7f7,Lipstick,5,0,0,0
929672c89f4e3dae,/m/06c7f7,Lipstick,2,3,0,0
daa4c14ead2417cd,/m/06c7f7,Lipstick,5,0,0,0
0097a33ceaa5a915,/m/06c7f7,Lipstick,5,0,0,0
5aefac7c37919168,/m/06c7f7,Lipstick,5,0,0,1
3114a666025ee39a,/m/06c7f7,Lipstick,4,1,0,0
fe37eff400dd5c81,/m/06c7f7,Lipstick,5,0,0,0
5f2e2ca985806104,/m/06c7f7,Lipstick,3,1,1,0
87db21d2d9ce1a5f,/m/06c7f7,Lipstick,2,3,0,1
d33d905323380e3c,/m/06c7f7,Lipstick,5,0,0,0
02a638095a59b092,/m/06c7f7,Lipstick,4,0,1,0
a14c3209c618ea85,/m/06c7f7,Lipstick,4,1,0,1
588dda4b42ab2b96,/m/06c7f7,Lipstick,5,0,0,0
00024dbba3c2453a,/m/06c7f7,Lipstick,5,0,0,0
8c7209148b4708db,/m/06c7f7,Lipstick,4,0,1,0
02bc2975189552cb,/m/06c7f7,Lipstick,5,0,0,0
d7e3962dcda9f776,/m/06c7f7,Lipstick,5,0,0,0
48e3558a43c69c09,/m/06c7f7,Lipstick,5,0,0,0
0458e49dbe451311,/m/06c7f7,Lipstick,5,0,0,0
389626eda18eae9c,/m/06c7f7,Lipstick,4,1,0,0
cedb5fe601d65c6a,/m/06c7f7,Lipstick,4,0,1,0
d6cdab2bc000ed4e,/m/06c7f7,Lipstick,2,3,0,0
003523e54d2aacca,/m/06c7f7,Lipstick,0,5,0,0
436bfcc35ca7b538,/m/06c7f7,Lipstick,4,1,0,0
46ce9d689045766f,/m/06c7f7,Lipstick,3,2,0,0
4fdfac15decfcefb,/m/06c7f7,Lipstick,4,0,1,0
b05768f40b5eb686,/m/06c7f7,Lipstick,3,2,0,0
dbdc4cf860b703ae,/m/06c7f7,Lipstick,5,0,0,1
920fdac0a0e4e756,/m/06c7f7,Lipstick,4,0,1,0
de6c30b6abd8e64d,/m/06c7f7,Lipstick,4,1,0,0
315f40a860ff69b8,/m/06c7f7,Lipstick,5,0,0,0
0f8094a9ed248538,/m/06c7f7,Lipstick,2,3,0,1
d9680a08764cf134,/m/06c7f7,Lipstick,3,1,1,0
bd23a0172bb89bbc,/m/06c7f7,Lipstick,0,2,3,0
000d6e43965b7654,/m/06c7f7,Lipstick,2,3,0,0
a5f39fd603ed35cc,/m/06c7f7,Lipstick,3,2,0,0
904136f01cba0f6c,/m/06c7f7,Lipstick,5,0,0,0
d0a899f1b35d8251,/m/06c7f7,Lipstick,4,1,0,0
0c291bdd15f716ae,/m/06c7f7,Lipstick,2,2,1,0
f4c8ca199a304f6b,/m/06c7f7,Lipstick,4,1,0,0
28c33257fe025f65,/m/06c7f7,Lipstick,3,2,0,1
356124eb1799ce36,/m/06c7f7,Lipstick,1,3,1,0
2503fbb1b9d59a94,/m/06c7f7,Lipstick,5,0,0,0
deb27a447e10ff85,/m/06c7f7,Lipstick,2,1,2,0
86ce18fbbe373556,/m/06c7f7,Lipstick,5,0,0,0
f28cf030e735b5ac,/m/06c7f7,Lipstick,2,0,3,0
31e582cd50561eb1,/m/06c7f7,Lipstick,2,2,1,1
51ceca4272d1669f,/m/06c7f7,Lipstick,1,2,2,0
8d77bbe1838b6f4c,/m/06c7f7,Lipstick,3,1,1,0
21a0bb25d528222e,/m/06c7f7,Lipstick,5,0,0,0
86fdbbcf5a26852e,/m/06c7f7,Lipstick,5,0,0,0
7f79454d3e7ea3d7,/m/06c7f7,Lipstick,4,1,0,0
2483adc5bad53a41,/m/06c7f7,Lipstick,5,0,0,0
4b169356549faa63,/m/06c7f7,Lipstick,5,0,0,1
06cfe629f660c02b,/m/06c7f7,Lipstick,5,0,0,1
b88432ced7593bec,/m/06c7f7,Lipstick,5,0,0,0
4c0a7ec5710747af,/m/06c7f7,Lipstick,5,0,0,0
c0180ec9f55c6247,/m/06c7f7,Lipstick,3,2,0,0
572874801709eaae,/m/06c7f7,Lipstick,4,1,0,0
028196a68eb62b8d,/m/06c7f7,Lipstick,5,0,0,0
4588738305b736ec,/m/06c7f7,Lipstick,5,0,0,0
58f67cdb48cdb8d6,/m/06c7f7,Lipstick,5,0,0,1
ea7f83b5de42688a,/m/06c7f7,Lipstick,5,0,0,0
3ebad00e02f7231d,/m/06c7f7,Lipstick,5,0,0,0
d426a33708c2233f,/m/06c7f7,Lipstick,5,0,0,0
baca4c06b4fa45db,/m/06c7f7,Lipstick,5,0,0,1
08b3c3d0f556ddd2,/m/06c7f7,Lipstick,4,1,0,0
ea88447dd2fe4f83,/m/06c7f7,Lipstick,2,1,2,0
5a2709725cbb6037,/m/06c7f7,Lipstick,5,0,0,0
c4085e45ea3645ce,/m/06c7f7,Lipstick,0,2,3,0
c06f468e80bd0fc8,/m/06c7f7,Lipstick,5,0,0,0
003f3df90521a48c,/m/06c7f7,Lipstick,5,0,0,0
801c8c9abf49a5f2,/m/06c7f7,Lipstick,5,0,0,0
d970035b14a5fdfc,/m/06c7f7,Lipstick,5,0,0,0
28c9beb2073b4f2e,/m/06c7f7,Lipstick,5,0,0,0
091949e68b16bd82,/m/06c7f7,Lipstick,5,0,0,0
ecf7698d1a762fed,/m/06c7f7,Lipstick,5,0,0,0
c2369ea55f28af17,/m/06c7f7,Lipstick,2,0,3,0
6b2694e1dd7031b3,/m/06c7f7,Lipstick,5,0,0,0
8fdcbe839a7e39fd,/m/06c7f7,Lipstick,5,0,0,0
0032352e420eaf0f,/m/06c7f7,Lipstick,5,0,0,0
a88cc40960ce7a24,/m/06c7f7,Lipstick,5,0,0,0
895726e4377ead16,/m/06c7f7,Lipstick,5,0,0,0
05fdf700c3a6794c,/m/06c7f7,Lipstick,5,0,0,0
636075af3db60e9e,/m/06c7f7,Lipstick,4,1,0,0
5340097716dc83b5,/m/06c7f7,Lipstick,5,0,0,0
a507b4214b664a3d,/m/06c7f7,Lipstick,5,0,0,0
f4fe06c562c5f11d,/m/06c7f7,Lipstick,5,0,0,0
0242c0d25e5d8dcb,/m/06c7f7,Lipstick,5,0,0,0
3cce9395380cdf98,/m/06c7f7,Lipstick,5,0,0,1
9c6ee35b0f22e9d6,/m/06c7f7,Lipstick,4,0,1,1
006f978a9f9ae4d7,/m/06c7f7,Lipstick,4,1,0,0
b1075629e1c419f2,/m/06c7f7,Lipstick,5,0,0,0
d8e65f5237fa42e7,/m/06c7f7,Lipstick,5,0,0,0
016f4c9c74d69f34,/m/06c7f7,Lipstick,5,0,0,0
ae3566a7ea117f36,/m/06c7f7,Lipstick,4,0,1,0
03c79131c1f66459,/m/06c7f7,Lipstick,5,0,0,0
b64ea4cf4955f70b,/m/06c7f7,Lipstick,5,0,0,0
c2079e41f813d8f2,/m/06c7f7,Lipstick,5,0,0,0
4f7930bdc1214e9e,/m/06c7f7,Lipstick,5,0,0,0
06841b9e1a836b6b,/m/06c7f7,Lipstick,5,0,0,0
0334dd8024079e94,/m/06c7f7,Lipstick,3,2,0,0
f4393ec2754f85d7,/m/06c7f7,Lipstick,0,5,0,1
5bb93e9b752fc47a,/m/06c7f7,Lipstick,4,1,0,0
2a79855f092bb96d,/m/06c7f7,Lipstick,3,2,0,0
a94436697741536b,/m/06c7f7,Lipstick,1,4,0,0
01a2c70d86a65913,/m/06c7f7,Lipstick,5,0,0,0
00342dbcfa931395,/m/06c7f7,Lipstick,3,1,1,0
2be24b07d84d1fea,/m/06c7f7,Lipstick,5,0,0,0
86f706c7a0e9591d,/m/06c7f7,Lipstick,2,2,1,0
8c62a83020a07e1d,/m/06c7f7,Lipstick,5,0,0,0
ddba5360e44bc61b,/m/06c7f7,Lipstick,3,1,1,0
5597ab02de91fe38,/m/06c7f7,Lipstick,4,0,1,0
01147d55df0c9b39,/m/06c7f7,Lipstick,5,0,0,0
8a655bf1014d63ee,/m/06c7f7,Lipstick,5,0,0,0
4f64de5aab1a42c5,/m/06c7f7,Lipstick,5,0,0,0
0702b5fa3e1483f6,/m/06c7f7,Lipstick,3,1,1,1
df4768a56f455a05,/m/06c7f7,Lipstick,3,2,0,0
23edde021f23e45b,/m/06c7f7,Lipstick,5,0,0,0
e2447aa9f8f3e351,/m/06c7f7,Lipstick,1,4,0,0
645cee05ebae18b6,/m/06c7f7,Lipstick,5,0,0,0
24519df7f6dff2db,/m/06c7f7,Lipstick,5,0,0,0
86dd9c1bd446a51f,/m/06c7f7,Lipstick,5,0,0,0
88ee9de1d2a454be,/m/06c7f7,Lipstick,5,0,0,0
71bca6a6ad4ff98a,/m/06c7f7,Lipstick,5,0,0,1
ed6acd1bb476117c,/m/06c7f7,Lipstick,4,1,0,0
cdc72194bf31797f,/m/06c7f7,Lipstick,5,0,0,0
62035dceb3350954,/m/06c7f7,Lipstick,5,0,0,0
1222fa41954af052,/m/06c7f7,Lipstick,1,4,0,0
8b851cae6215fc63,/m/06c7f7,Lipstick,4,1,0,0
00087fa4fa77ae97,/m/06c7f7,Lipstick,4,0,1,0
cb8abd6a20a073b2,/m/06c7f7,Lipstick,3,2,0,0
2bc22a8ba02c40d2,/m/06c7f7,Lipstick,5,0,0,0
a0b263eeffe21452,/m/06c7f7,Lipstick,1,2,2,0
749c84a884ec0c81,/m/06c7f7,Lipstick,5,0,0,0
0618fd5f3c3bf753,/m/06c7f7,Lipstick,4,1,0,0
6be6f1db39457c67,/m/06c7f7,Lipstick,5,0,0,1
b661dacb3ee0be69,/m/06c7f7,Lipstick,5,0,0,0
028f4cc84b5278b4,/m/06c7f7,Lipstick,5,0,0,0
98471f608be52e26,/m/06c7f7,Lipstick,5,0,0,0
c69dfb35db12613c,/m/06c7f7,Lipstick,3,2,0,0
26ec512a40042b10,/m/06c7f7,Lipstick,2,3,0,0
5449a7e6110380c5,/m/06c7f7,Lipstick,4,1,0,0
089134f321ee65c6,/m/06c7f7,Lipstick,5,0,0,0
ccf1c148479e691d,/m/06c7f7,Lipstick,5,0,0,0
1619d4efe2c69060,/m/06c7f7,Lipstick,3,2,0,0
2dbab0754b0f1483,/m/06c7f7,Lipstick,5,0,0,0
00719ac988da33a6,/m/06c7f7,Lipstick,5,0,0,0
5698be5ad2d61af4,/m/06c7f7,Lipstick,5,0,0,0
cf12e0213e653397,/m/06c7f7,Lipstick,5,0,0,0
2bc223dcb33323e7,/m/06c7f7,Lipstick,5,0,0,0
2c356041ff3744cb,/m/06c7f7,Lipstick,4,1,0,0
cdd902392501e150,/m/06c7f7,Lipstick,2,2,1,0
b05ae6b9b30a4f58,/m/06c7f7,Lipstick,5,0,0,0
9d209ff3fc4d559e,/m/06c7f7,Lipstick,5,0,0,0
82eb96baeb72333c,/m/06c7f7,Lipstick,1,4,0,0
4522ad78bf79f0c9,/m/06c7f7,Lipstick,5,0,0,0
5be1fcd50dd6d047,/m/06c7f7,Lipstick,3,0,2,0
75588506f1ff0d76,/m/06c7f7,Lipstick,4,1,0,0
a48b00038a517866,/m/06c7f7,Lipstick,5,0,0,0
fda1d773da1b18e8,/m/06c7f7,Lipstick,5,0,0,0
fa1dba9eea3cbd33,/m/06c7f7,Lipstick,5,0,0,0
d255c645838055d6,/m/06c7f7,Lipstick,3,2,0,0
5c8d67040258f0f7,/m/06c7f7,Lipstick,4,1,0,0
0150851a71c51e77,/m/06c7f7,Lipstick,2,2,1,0
0030276ae388af33,/m/06c7f7,Lipstick,4,1,0,0
3fbe42719ed027c6,/m/06c7f7,Lipstick,5,0,0,0
419feb71e4cd9f34,/m/06c7f7,Lipstick,5,0,0,0
94f07e0e3b7c6ee9,/m/06c7f7,Lipstick,5,0,0,0
839ff88a9284b74c,/m/06c7f7,Lipstick,1,3,1,0
dacf0ff43ce6396c,/m/06c7f7,Lipstick,5,0,0,0
dd273389cd9768f1,/m/06c7f7,Lipstick,3,0,2,0
